00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
BB849B89,"走到障礙前來啟用教學。"
BB95E0F1,"消滅敵方登艦部隊，攻佔艦橋並將航程紀錄器交給加里森。"
BB9DAC72,"士兵小型衝突"
BBA09DFD,"縮小"
BBC5C18C,"顯示無人的伺服器。"
BBCF75E1,"[BF1]中將 VIII | [BF4]中將VIII"
BBD80E09,"這套高級戰鬥包內含全新高級版專屬塗裝！"
BBEB67E8,"載具相對瞄準控制"
BBF6B018,"[BF1]恭喜您已解鎖「Slim Jim 青銅戰鬥包」！快進入戰鬥包選單領取物品！ | [BF4]恭喜你已解鎖「Slim Jim青銅戰鬥包」！快進入戰鬥包選單領取項目！"
BBF6EA59,"輕機槍專家"
BBFB3BD2,"[BF1]上尉VI | [BF4]特級准尉V"
BC048174,"GOS DGI"
BC091202,"IMAGINATION STUDIOS OFFICE ADMINISTRATION"
BC120FFD,"煙霧"
BC205E4E,"後處理品質"
BC3C88E9,"團結合作透過先將炸彈送到敵方基地再引爆的方式殲滅敵方，同時要保衛你自己的基地。《戰地風雲4》的全新遊戲模式。"
BC41C503,"EA ONLINE MARKETING"
BC46504D,"代表匈牙利的狗牌"
BC4BBA4F,"匈牙利"
BC678BC5,"[BF1]您確定要將該玩家從VIP名單上移除嗎？ | [BF4]你確定要將該玩家從VIP名單上移除嗎？"
BC7D639D,"贏得一回合小隊死鬥"
BC821D84,"向前走"
BC82CD9F,"小隊死鬥勳帶"
BC830B4E,"加速"
BC858D47,"SENIOR ONLINE MARKETING MANAGER"
BC9361D5,"使用M240B擊殺500人"
BC963EA6,"馬頭狗牌"
BC96B6FA,"[BF1]你找到 M40A5 蒐集武器 | [BF4]你找到M40A5蒐集武器"
BC98CBD7,"M240B大師狗牌"
BC9F2E26,"[BF1]正常模式使用標準規則、抬頭顯示包含全部功能、友軍砲火關閉，生命值會自動恢復。這個模式適合喜歡純粹玩樂的新手和老手！ | [BF4]正常模式使用標準《戰地風雲》規則、抬頭顯示有全部功能、不會誤傷友軍，且生命會自動恢復。"
BCA7BC50,"[BF1]加速（按住） | [BF4]後燃器"
BCAD0BAA,"[BF1]高級 | [BF4]高級內容"
BCCDC441,"[BF1]您已進入等待佇列中 | [BF4]你被排到等候隊伍中"
BCCE260E,"使用SAIGA 12K擊殺500人"
BCD374AB,"[BF1]大英帝國 | [BF4]英國"
BCD39010,"SAIGA 12K大師狗牌"
BCD6A6FD,"HANSEN CASTING"
BCDD32FA,"THE CAPTURE LAB"
BD391347,"[BF1] ADDITIONAL LAUNCH SUPPORT  | [BF4]ADDITIONAL LAUNCH SUPPORT"
BD40CE03,"打開戰鬥包"
BD6A0A1B,"運輸直升機"
BD71CB4A,"代表格陵蘭的狗牌"
BD77354C,"格陵蘭"
BD8692D7,"代表斯里蘭卡的狗牌"
BD8BFCD9,"斯里蘭卡"
BD8FA735,"空降載具"
BD93D7F6,"丟手榴彈"
BD97E11F,"癱瘓"
BD9DF4D4,"視角模式"
BDAF1CB4,"單人模式專屬狗牌"
BDB486B6,"運河終幕銅狗牌"
BDB6371D,"目前無伺服器容量可供租用，請稍後再試。"
BDC3F168,"[BF1]武器有多重射擊模式。連發與單發在射擊時較好控制。 | [BF4]武器有多重開火模式。射擊時連發開火和單發開火較好控制。"
BDCB13C8,"[BF1]移近時向目標射擊。 | [BF4]移近時向目標開火。"
BE061C3D,"第一人稱視角"
BE0C97E8,"非排名伺服器上無法使用加乘"
BE106ED9,"前進邊界"
BE15A700,"HEAD OF DEVELOPMENT"
BE204E71,"使用配備箱來使用配備。"
BE23B061,"輕機槍專家"
BE249E82,"[BF1]中將 IX | [BF4]中將IX"
BE25CF81,"切換機器"
BE38CCFB,"M82A3 CQB武器戰鬥包內含四個項目。每一包會給你幾個M82A3 CQB專用附掛，直到你解鎖了全部。"
BE38F67F,"M82A3 MID武器戰鬥包內含四個項目。每一包會給你幾個M82A3 MID專用附掛，直到你解鎖了全部。"
BE3BF441,"馬達損毀"
BE457A56,"發佈伺服器"
BE506473,"[BF1]上尉VII | [BF4]少尉"
BE808983,"視窗模式"
BE8C2AF2,"征服"
BE924F50,"[BF1]送出邀請 | [BF4]寄發邀請"
BE98896C,"PRODUCTION AND TECHNOLOGY"
BE9B78EE,"代表冰島的狗牌"
BEA0E2F0,"冰島"
BEC2142D,"SINGLEPLAYER TEAM"
BED0160C,"無法打開這個戰鬥包。請稍後再試。"
BED28C3E,"贏得一回合殲滅"
BED6CB61,"保留設定？"
BED7F640,"殲滅勳帶"
BEE88A76,"使用MG4擊殺500人"
BEEB6747,"弦外之音狗牌"
BEEDF478,"MG4大師狗牌"
BF08B2EA,"[BF1]購買可下載內容 | [BF4]購買下載內容"
BF1090E4,"不佳"
BF201644,"敵隊已設置炸彈！"
BF234EAF,"使用SPAS-12擊殺500人"
BF289D4C,"美國"
BF28B8B1,"SPAS-12大師狗牌"
BF309702,"[BF1]撿起 | [BF4]拿起"
BF4F85CC,"明天推出"
BF52B73A,"爆頭"
BF5B5BEE,"扳機槍管"
BF61EB5C,"鎖定空中載具"
BF76AAB3,"任務{0:d}"
BF7A3CE1,"螢幕調整"
BF8E8348,"重生信標"
BF933DE4,"拿起鑿子"
BF9BAA97,"[BF1]7.62x39mm WP | [BF4]7.62x39 WP"
BFAA9A76,"[BF1]7.62x51mm NATO | [BF4]7.62x51 NATO"
BFB11965,"MOBILE LEAD"
BFBE189B,"空中砲艇出動"
BFC6F3EB,"代表格瑞那達的狗牌"
BFC96C10,"達到分數"
BFC9798B,"達到分數"
BFC98A09,"達到分數"
BFCC5DED,"格瑞那達"
BFEE1CE5,"精英"
BFF1A16E,"切換機器"
C00CF5C2,"IMAGINATION STUDIOS MOCAP SUPERVISOR"
C011BB52,"龍之獠牙"
C01A1EF2,"組態類型：排名"
C01C592B,"DICE FROSTBITE2 ENGINE TEAM"
C02CBCCA,"ACE 23戰鬥包"
C0470C04,"衛星EMP"
C079C723,"[BF1]中將 X | [BF4]中將X"
C0837467,"[BF1]您已達到使用者自定地圖循環數量的上限。請編輯您現有的地圖循環。 | [BF4]你已達到使用者自定地圖循環數量的上限。請編輯你現有的地圖循環。"
C0891A48,"設為「否」，抬頭顯示便不會顯示小地圖??。"
C0896E28,"組態"
C094841D,"取消任務"
C0A58D14,"[BF1]少尉VIII | [BF4]少尉II"
C0AAD056,"DEVELOPMENT DIRECTOR"
C0C5720E,"AKU-12戰鬥包"
C0E10222,"以指揮官擊殺500人"
C0E66C24,"指揮官大師狗牌"
C0EB5E8D,"SAIGA 12K武器戰鬥包內含四個項目。每一包會給你幾個SAIGA 12K專用附掛，直到你解鎖了全部。"
C0F0A18F,"代表印度的狗牌"
C0F60B91,"印度"
C1222FF6,"得分板會顯示每個玩家的擊殺數、死亡數和分數。若要在遊戲中快速讀取得分板，只要按下："
C123786B,"兵變中"
C127B4DF,"[BF1]贏得一回合爆破 | [BF4]贏一回合爆破"
C12D1EE1,"爆破勳帶"
C13BBB83,"建立日期"
C13DB317,"使用M249擊殺500人"
C1408FE8,"購物單狗牌"
C1431D19,"M249大師狗牌"
C150EC7E,"ADDITIONAL ANIMATORS"
C16B6787,"預設"
C173908D,"AUG A3戰鬥包"
C174D59F,"高級物品。"
C1787750,"使用UTS-15擊殺500人"
C17DE152,"UTS-15大師狗牌"
C17E4BEE,"兵力值："
C1A35FA5,"顯示玩家資訊（僅有第三人稱視角可用）"
C1B0B474,"GLOBAL CONTACT CENTER"
C1BCAE3D,"使用338-RECON擊殺100人"
C1C508DE,"PRODUCT LAUNCH TEAM GLOBAL PRODUCT LAUNCH DIRECTOR"
C1DB3C2B,"電子郵件地址："
C1E8223D,"水壩風雲"
C1EF126B,"補給箱讓你立即更換裝備並恢復生命值和彈藥。欲切換裝備請按下："
C20C291C,"武器箱"
C2190A47,"DICE CONCEPT ARTISTS STORYBOARDING"
C21C1C8C,"代表瓜德羅普的狗牌"
C221868E,"瓜德羅普"
C22CF1BA,"無效的國家"
C23E8646,"使用SPM-3裝甲車擊殺500人"
C243F048,"[BF1]SPM-3裝甲車大師狗牌 | [BF4]SPM-3大師狗牌"
C24FBEA2,"[BF1]NUM * | [BF4]+"
C2533D1A,"從檢查點重新開始嗎？尚未儲存的進度會全部消失。"
C28F2350,"QA ROMANIA"
C293BF8D,"荒蕩征服"
C298D341,"州/省"
C2B5A1EF,"下一頁"
C2DEBEA8,"全世界"
C2DF1420,"EA TECH ANIMATION"
C2FAB5B5,"[BF1]上尉IX | [BF4]少尉III"
C3030681,"[BF1]開放觀眾進入您的伺服器參觀。 | [BF4]開放旁觀者進入你的伺服器參觀。"
C3124F79,"設定直升機操作配置。"
C31758A3,"在一回合內取得最高卡賓步槍擊殺數"
C3239E0A,"突襲"
C3363E2A,"[BF1] SENIOR CLOUD ENGINEER | [BF4]SENIOR CLOUD ENGINEER"
C340179D,"載具掃描"
C345CA30,"代表印尼的狗牌"
C347B864,"適用自訂規則"
C34B3432,"印尼"
C350912A,"往士兵丟擲讓他們逐漸治療。"
C3559A3B,"說明"
C35E5BAF,"EA GLOBAL MARKETING"
C37CDD80,"[BF1]贏得一回合搶攻 | [BF4]贏一回合搶攻"
C381D6B7,"在一回合內取得最高直升機擊殺數"
C3824782,"搶攻勳帶"
C38E9EE4,"[BF1]依照您的要求，您的狀態資料並未複製。您不會再接到詢問訊息。 | [BF4]依照你的要求，你的統計資料未經移轉。你不會再接到詢問訊息。"
C395B889,"奪命小丑狗牌"
C3AFA68A,"目前遊戲中"
C3C3A1FD,"捍衛戰士"
C3CFDA6F,"顯示小隊清單"
C3DAEE79,"PRODUCT LAUNCH TEAM"
C3DF0B5A,"陣亡"
C3F63F63,"目標已標記"
C4054C4E,"[BF1]愛德華 | [BF4]Echo"
C4069897,"[BF1]喬治 | [BF4]Golf"
C408B09E,"[BF1]國王 | [BF4]Kilo"
C4093D12,"[BF1]倫敦 | [BF4]Lima"
C409C935,"[BF1]猿猴 | [BF4]Mike"
C40A6F7F,"無小隊"
C40B4CF1,"[BF1]布丁 | [BF4]Papa"
C40FF673,"[BF1]X光 | [BF4]Xray"
C4111D5F,"[BF1]斑馬 | [BF4]Zulu"
C4115ADE,"[BF1]設為「無」，則瞄準器、生命值及武器資訊會從抬頭顯示移除。 | [BF4]設為「否」，則瞄準器、生命值及武器資訊會從抬頭顯示刪除。"
C43C0CDC,"加乘"
C443933C,"LOCALIZATION ANALYST"
C4633ECE,"狙擊專家"
C471452D,"代表關島的狗牌"
C47167A4,"設為「否」，遊戲便不接受指揮官進入。"
C476AF2F,"關島"
C47C9367,"PUBLIC RELATIONS"
C48CA337,"上校"
C497C1AA,"攻擊！"
C4A74857,"補給"
C4AE900F,"按下 切換鏡頭"
C4B4DB53,"DICE UI SOFTWARE ENGINEERS"
C4C5B45A,"IMAGINATION STUDIOS TECHNICAL ARTIST MOCAP ASSISTANT"
C4C6E259,"CBJ-MS戰鬥包"
C4CBCB0C,"NETWORK ENGINEERING"
C4E7BB98,"醫務室"
C4E7BB99,"禁閉室"
C4E7BB9A,"停機坪"
C4EA5F21,"秘密文件！"
C50DB3B8,"DICE LEAD SOFTWARE ENGINEER"
C50E3C70,"自訂"
C54B3EC3,"檢視設定檔"
C54FDE56,"[BF1]上尉X | [BF4]少尉IV"
C5617CBD,"GLOBAL IT SENIOR SOFTWARE ENGINEERS"
C56D8CA7,"重設{0:~}設定"
C56FD3D5,"覆蓋"
C570D851,"[BF1]小型手榴彈 | [BF4]V40迷你"
C5716B98,"ACE 23勤務之星"
C576128E,"AKU-12勤務之星"
C58EED4B,"DICE COMMUNITY MANAGER"
C5952919,"CBJ-MS勤務之星"
C5967E54,"QA ENGINEERING"
C599FA7A,"炸彈在敵人手上！"
C59AF2D1,"代表伊朗的狗牌"
C59E8492,"CS-LR4勤務之星"
C5A05CD3,"伊朗"
C5A201C4,"CZ-805勤務之星"
C5A747EE,"是"
C5A770E9,"DBV-12勤務之星"
C5AD24FB,"PING"
C5B1E2C5,"[BF1]無等待回應中的任務邀請 | [BF4]無待回應任務邀請"
C5CAF172,"FAMAS勤務之星"
C5D20621,"[BF1]進行 8 次治療 | [BF4]執行8次治療"
C5D77023,"醫療勳帶"
C5E40395,"VOIP COMMERCE LEAD"
C5E78086,"DICE HR"
C5E780F9,"DICE LA"
C5EAE12A,"最後一封情書狗牌"
C5EB2052,"CS-LR4戰鬥包"
C5F52253,"請放入戰役模式光碟。"
C607ECA0,"攻擊快艇"
C608F013,"多謝"
C60B0DBC,"攻擊直升機"
C60B15F8,"團隊死鬥"
C60EC6E2,"指揮官已被踢出"
C60F1608,"停止媒體"
C6174F7B,"失去 部署點"
C61A59B2,"JNG-90勤務之星"
C629C0C0,"分鐘"
C62C7C77,"軍刀勤務之星"
C63E0684,"DICE GAMEPLAY CORE"
C640595D,"M1014勤務之星"
C64074F2,"M16A4勤務之星"
C6407FA3,"M1911勤務之星"
C640F6AF,"M240B勤務之星"
C6420091,"M40A5勤務之星"
C64204CE,"M4勤務之星"
C6516A82,"MP443勤務之星"
C6518FE3,"解開小任務即可解開這種狗牌"
C656F9E5,"錫箔帽狗牌"
C6695F4C,"CZ-3A1戰鬥包"
C6697264,"CZ-805戰鬥包"
C66BB91A,"搶攻勤務之星"
C670201A,"U-100 MK5武器戰鬥包內含四個項目。每一包會給你幾個U-100 MK5專用附掛，直到你解鎖了全部。"
C67E3567,"EA LOCALIZATION ENGINEERING AUDIO TEAM"
C68CCAA9,"醫護包"
C68F1941,"[BF1]5 張資料片物超所值 | [BF4]5張資料片物超所值"
C68F1942,"提前兩週使用所有資料片"
C68F1943,"獨家個人化功能選項"
C68F1944,"優先排隊進入伺服器"
C68F1945,"每週推出新內容"
C68F1946,"[BF1]12 套額外黃金戰鬥包 | [BF4]12套額外黃金戰鬥包"
C6925B6D,"95式班用機槍勤務之星"
C692A299,"QBS09式軍用霰彈槍勤務之星"
C692AC22,"88式狙擊步槍勤務之星"
C692C185,"95-1式自動步槍勤務之星"
C6997351,"DATA CENTER ENGINEERS"
C69AB381,"伺服器狀態：官方"
C6AC467A,"RPK-12勤務之星"
C6B64333,"SAR-21勤務之星"
C6B717DB,"SCAR-H勤務之星"
C6B91281,"SG553勤務之星"
C6BF9628,"SRR-61勤務之星"
C6C18B7A,"SVD-12勤務之星"
C6C71E0E,"LEAD TECHNICAL ARTIST"
C6CABE69,"LOCALIZATION COORDINATION"
C6DBAFCB,"調整亮度"
C6E10085,"UMP-45勤務之星"
C6E1CBD8,"上校II"
C6E4E38C,"UTS 15勤務之星"
C6E62276,"設定組態名稱"
C71150CE,"選擇小隊部署"
C7229BC9,"DBV-12戰鬥包"
C72AB22D,"你必須先登入才能安裝《戰地風雲4》必要內容。"
C72D863E,"[BF1]已摧毀最後一個載具！ | [BF4]已摧毀最後一輛敵方載具！"
C7345E3C,"坦克具有優勢"
C739041D,"Z-11中國輕型多用途直升機武裝軍用版"
C73A8CC3,"穿上背帶"
C73ACDDC,"SOFTWARE ENGINEER MANAGERS"
C7656554,"幫助鄧恩從瓦礫中逃離。"
C766C4BE,"在武器箱整裝。"
C76CF935,"找方法進入廢棄工廠內，並前往屋頂搭直升機撤離。"
C76D48DE,"在藏身所跟小隊會合。"
C7A02938,"DICE QA MANAGER"
C7B77795,"射擊訓練（6/10）"
C7BFFFD8,"打開戰鬥包"
C7D93A3F,"獎勵條件"
C7DA651F,"選擇使用的圖形應用程式介面。設定後必須重新啟動遊戲才能生效。"
C7DB4A29,"前往商店項目"
C7E2250C,"[BF1]顯示有 1-5 個空位的伺服器。 | [BF4]顯示有1到5個空位的伺服器。"
C7F01B72,"代表伊拉克的狗牌"
C7F58574,"伊拉克"
C800E525,"[BF1]配備 | [BF4]配備1"
C800E526,"[BF1]配備二 | [BF4]配備2"
C811F9BF,"從{0:s}身上在{1:s}奪取"
C8136A35,"軍刀"
C8190332,"A"
C8190333,"B"
C8190334,"C"
C8213C66,"所有《裝甲之怒》地圖僅能以征服模式操作。"
C8229E2F,"小隊死鬥"
C8234101,"[BF1]總共有四種不同士兵兵種 - 突擊兵、醫護兵、支援與偵察兵。請在裝備選單中選擇你想用的裝備。 | [BF4]總共有四種不同戰士裝備－突擊、工程、支援、偵察。在裝備選單中選擇你想用的裝備。"
C8272EC2,"[BF1]進行 5 次急救 | [BF4]執行5次救助"
C82C3AFC,"擊殺目標：{0:d}"
C82C98C4,"電擊器勳帶"
C82CBE5F,"否"
C82CBE7F,"開"
C82CBF2C,"[BF1]小型喇叭 | [BF4]電視"
C82DD5F4,"好友取消加入"
C8303060,"豪華黃金戰鬥包"
C84009CB,"就是要翅膀狗牌"
C8572C9C,"征服"
C85D22FC,"選擇裝備"
C87D9D7C,"[BF1]晉升至階級 10 即可解開這種狗牌 | [BF4]晉升至階級10即可解開這種狗牌"
C883077E,"[BF1]階級 10 狗牌 | [BF4]階級10狗牌"
C8842141,"代表剛果的狗牌"
C8898B43,"剛果"
C8912F69,"手槍專家"
C8A6B884,"解開小任務即可解開這種狗牌"
C8AC2286,"後會有期狗牌"
C8CEA486,"得分板"
C8CF1208,"[BF1]派對成員有一場多人模式就緒。是否馬上加入？  {0:s} | [BF4]隊友有一場多人遊戲已就緒。是否馬上加入？  {0:s}"
C8D83258,"你可以透過安裝配件來自訂武器，以改變其數據。請選擇欲自訂的武器並按下："
C8DABD5E,"延遲"
C8DBD563,"填補彈藥"
C8F37088,"步兵模式會將所有地圖上的載具全數移除（除了運輸載具），給你純粹的步兵對步兵玩法，瞄得準才是王道！"
C8F88FC8,"LOCALIZATION INTERNATIONAL PROJECT MANAGER"
C902AE9C,"隨機/小隊部署"
C9111920,"敵方控制的目標"
C9111921,"中立目標"
C9111922,"隊伍"
C9111923,"敵人"
C9111924,"佔領目標"
C9111925,"佔領敵方目標"
C914EA4E,"你確定嗎？不安裝光碟片2的內容便無法以HD高畫質完整體驗《戰地風雲4》更令人驚嘆的視覺效果。"
C9191AA0,"更換隊伍"
C91DC51C,"EA CERTIFICATION DIRECTOR"
C92831EB,"在一回合內取得最高船隻擊殺數"
C9284D6A,"官方"
C936F479,"上校III"
C937F49B,"死"
C94F1EF2,"美軍總部"
C9582085,"PLATFORM LEADS"
C95AF8CE,"EA GLOBAL IT SENIOR NETWORK ENGINEER"
C962BA6A,"[BF1]軍校生 | [BF4]二等士官長V"
C963A909,"DICE DATA ANALYSIS"
C98287DF,"GOS PRODUCTIONS SENIOR SOFTWARE ENGINEER"
C99B4E8A,"PP-2000武器戰鬥包內含四個項目。每一包會給你幾個PP-2000專用附掛，直到你解鎖了全部。"
C9A50A88,"[BF1]右鍵 次要武器 | [BF4]右 次要武器"
C9A6199B,"玩家已在此伺服器上。"
C9B8FF74,"殺"
C9CAB73A,"DATA CENTER TECHNICIANS"
C9F61D48,"限《裝甲之怒》征服模式"
CA02B52D,"顯示"
CA09897A,"征服"
CA214003,"達到分數"
CA3D959F,"338-RECON戰鬥包"
CA454413,"代表愛爾蘭的狗牌"
CA4686B1,"得分"
CA4AAE15,"愛爾蘭"
CA5302E9,"[BF1]觀看影片以了解高級內容如何讓您擁有更多。 | [BF4]觀看影片以了解高級版如何讓你擁有更多。"
CA5D72C3,"選項"
CA6B5278,"腔調"
CA7C5763,"[BF1]進行 8 次修理 | [BF4]執行8次修理"
CA803118,"防守！"
CA81C165,"維修工具勳帶"
CA83B630,"[BF1]正在刪除玩家設定檔檔案，請不要關閉主機。 | [BF4]正在刪除玩家設定檔，請不要關閉系統。"
CA8859F1,"網路連線"
CA91DC98,"WEAPON ARTIST"
CA9315A5,"月曆"
CA95326C,"劍齒虎狗牌"
CAA147C7,"BUSINESS OPERATIONS"
CAA52504,"防空車輛"
CAA80EEB,"[BF1]已邀請好友 | [BF4]已邀請的好友"
CAB8E7C0,"駕駛重生獎勵"
CABC053A,"EA GLOBAL IT SENIOR MANAGER MANAGED HOSTING"
CABFEDDC,"AEK-971戰鬥包"
CAC2FFAD,"以P226擊殺500人"
CAC869AF,"P226大師狗牌"
CACF7CDF,"[BF1]恭喜您已解鎖 1 套「預購黃金戰鬥包」！快進入戰鬥包選單領取物品！ | [BF4]恭喜你已解鎖1套「預購黃金戰鬥包」！快進入戰鬥包選單領取項目！"
CAD29275,"確認密碼："
CAD2C61D,"[BF1]晉升至階級 25 即可解開這種狗牌 | [BF4]晉升至階級25即可解開這種狗牌"
CAD76E40,"顯示填補彈藥提示"
CAD8301F,"[BF1]階級 25 狗牌 | [BF4]階級25狗牌"
CAD949E2,"代表剛果民主共和國的狗牌"
CADEB3E4,"剛果民主共和國"
CAFBE125,"解開小任務即可解開這種狗牌"
CB014B27,"不離不棄狗牌"
CB03A5C5,"損壞的下載內容"
CB19800D,"滑鼠"
CB1F3332,"你是否要現在安裝HD高畫質支援？"
CB29908A,"[BF1]老鳥控制 | [BF4]老手控制"
CB4A2400,"[BF1]在排名伺服器上可將獎勵、分數、解鎖納入玩家職涯等級，但無法接受快速配對的玩家。 | [BF4]排名伺服器可以記錄分數和玩家進度，但快速遊戲的玩家無法加入，除非他們將篩選功能設為「排名」。"
CB4C65F4,"[BF1]有包含並可顯示登錄進度和統計資料的伺服器，但不允許進行快速配對的玩家使用。 | [BF4]有包含並可顯示登錄進度和統計資料的伺服器，但不允許進行快速遊戲的玩家使用。"
CB6D5BFE,"駕駛員"
CB7A6CA7,"中程"
CB8C1D1A,"上校IV"
CB96524C,"攻擊噴射機勤務之星"
CB9A02EC,"GM DICE LA"
CB9B8D43,"重要目標失效"
CB9FD54A,"突襲勤務之星"
CBA0311E,"隱形噴射機勤務之星"
CBAFDDB7,"島嶼上到處都是射擊目標。"
CBB09738,"無效的玩家"
CBB7E30B,"[BF1]軍校生II | [BF4]二等槍砲士官長"
CBC3427C,"酒吧"
CBC3427D,"會議"
CBC3427E,"停車場"
CBC7C3EE,"組態列表已滿"
CBCC718C,"雷射目標摧毀"
CBD7D173,"再次進擊"
CBD7D174,"中國崛起"
CBD7D175,"海軍風暴"
CBD7D176,"龍之獠牙"
CBD7D177,"最終反擊"
CBDB8F04,"25MM"
CBE44BCC,"反坦導彈"
CBE481D8,"向前移動"
CBE7E1E5,"熱能"
CBED3FA1,"A"
CBEEBF81,"影像導引飛彈"
CBEF8456,"在海灘重新整隊，並前往敵方控制的新加坡。"
CBFB3E0C,"衝刺"
CBFD0F4A,"按"
CC084173,"RELEASE MANAGER"
CC0C701B,"[BF1]以優惠的價格提前取得使用五個資料片的權限 | [BF4]以優惠價率先取得使用五張資料片的權限"
CC14C978,"空降載具接近中"
CC1A4275,"[BF1]ORIGINAL SCORE WRITTEN & PRODUCED BY | [BF4]ORIGINAL SCORE WRITTEN PRODUCED BY4"
CC28E288,"DICE ADDITIONAL WRITING"
CC2D028C,"[BF1]空降補給透過降落傘傳送，可讓你的部隊進行治療、補給及修復。 | [BF4]透過降落傘空降補給可讓你的部隊進行治療、補給、修復。"
CC437CF1,"平移"
CC483328,"小隊"
CC588CEE,"VS"
CC7B203C,"按下左搖桿即可重新整理清單"
CC91F82A,"[BF1]敵方間諜飛艇臨空 | [BF4]敵方掃描上方無人機"
CC9A6CB4,"代表曼島的狗牌"
CC9BF83D,"武器瞄準/縮放"
CC9DA54C,"小隊救星獎勵"
CC9FD6B6,"曼島"
CCAEBFB8,"DICE SOUND DESIGNERS"
CCB21A2E,"[BF1]\\ | [BF4]\\\\"
CCB4499F,"BACKSPC"
CCD18004,"[BF1]從 250m 距離完成一次爆頭 | [BF4]從250m距離完成一次爆頭"
CCD18257,"LEAD SOFTWARE ENGINEERS"
CCD6EA06,"神射手勳帶"
CCD8E1F2,"加入好友"
CCE8B10A,"[BF1]必須晉升階級 10 才能玩指揮官。 | [BF4]必須晉升階級10才能玩指揮官。"
CCF5D458,"達到分數"
CD27EEBE,"[BF1]晉升至階級 50 即可解開這種狗牌 | [BF4]晉升至階級50即可解開這種狗牌"
CD2D58C0,"[BF1]階級 50 狗牌 | [BF4]階級50狗牌"
CD2E7283,"代表庫克群島的狗牌"
CD303E92,"往士兵丟擲來重新補充彈藥。"
CD33DC85,"庫克群島"
CD5109C6,"解開小任務即可解開這種狗牌"
CD5673C8,"破壞鐵球狗牌"
CD626A5D,"[BF1]旋轉 Z - | [BF4]ROT Z -"
CD627435,"[BF1]旋轉 Z + | [BF4]ROT Z +"
CD6C15EE,"[BF1]接收時封包遺失（%） | [BF4]接收時掉封包（%）"
CD8D4990,"[BF1]選擇在右上角顯示 Battlelog。 Battlelog 即使隱藏起來也可以使用。 | [BF4]選擇在右上角顯示Battlelog。即使隱藏起來也可以使用。"
CD8FAD35,"獲得主戰坦克勳帶50次"
CD94954C,"LEAD COMMUNITY MANAGER"
CD951737,"主戰坦克勳章"
CDB50889,"雷達站"
CDBF231B,"邀請人數已達上限"
CDC452DB,"[BF1]全部 | [BF4]通用"
CDC48214,"低"
CDC48D9D,"關"
CDC4B813,"是"
CDCD28E9,"GLOBAL IT SENIOR NETWORK ENGINEER"
CDD2D5D0,"步兵為主且刺激不斷的地圖。搭配伺服器設定「限用步兵」為佳。"
CDD340B7,"現有玩家設定檔似乎已損壞，無法使用。"
CDD3E6FA,"步兵模式會將所有地圖載具全數移除（除了運輸載具），帶給你純粹的步兵對步兵玩法。"
CDDFE8B4,"[BF1]請輸入伺服器的說明。此說明將會顯示在伺服器的詳情頁面上，限 255 個字元。 | [BF4]請輸入伺服器的說明。此說明將會顯示在伺服器的詳情頁面上，上限為255個字元。"
CDE145BB,"上校V"
CDE1EE1C,"AGE RATINGS"
CDE63D6C,"CONCEPT ART INTERNS"
CDE8D33D,"矮子12口徑霰彈槍勤務之星"
CE049A91,"NUM ."
CE0BCBDB,"EA GLOBAL IT MONITORING ENGINEER"
CE0D0BAC,"[BF1]軍校生III | [BF4]二等槍砲士官長II"
CE23907B,"防守方"
CE33947B,"[BF1]若伺服器設為私人，則受密碼保護。密碼必須為 6 至 8 個字元。 | [BF4]若伺服器設為私人，則受密碼保護。密碼必須為6至8個字元。"
CE4719CF,"自由觀看向上"
CE4BEB5B,"DANGER CLOSE DEVELOPMENT DIRECTOR"
CE5BC8CE,"ADDITIONAL SR DEV DIRECTOR"
CE822B2D,"你的步兵部隊也能在戰場上透過空降補給變更裝備。"
CE8FFE10,"連接上雷射指示器"
CEA8913F,"DICE SINGLE-PLAYER MISSION DESIGNERS"
CECDB7A1,"[BF1]已摧毀炸藥 | [BF4]炸藥摧毀"
CED878BB,"TEST SPECIALISTS"
CEEF9555,"代表以色列的狗牌"
CEF1CCCD,"動作感應器"
CEF4FF57,"以色列"
CEFD4940,"[BF1]顯示第一人稱視角抬頭顯示項目 | [BF4]顯示個人稱視角抬頭顯示項目"
CEFE6F9B,"近戰"
CF07708E,"選擇小隊部署"
CF12097A,"邀請參加遊戲"
CF16365E,"POST LAUNCH TEAM"
CF185386,"在一回合內取得最高連續擊殺數"
CF192949,"在一回合內取得最高爆頭數"
CF206ACC,"E"
CF206AD5,"N"
CF206ADA,"S"
CF206ADE,"W"
CF22F088,"[BF1]以手槍向目標射擊。射擊請按： | [BF4]拿手槍向目標開火。欲開火，請按下："
CF25EFE7,"武裝"
CF263676,"就緒"
CF404245,"[BF1]散布收束器 | [BF4]鴨嘴防火帽"
CF47476C,"[BF1]對應設置已被使用，覆蓋原設置？ | [BF4]該鍵已使用，覆蓋設定？"
CF4D6E65,"[BF1]你的隊伍戰敗 | [BF4]你的隊伍敗北"
CF53A14B,"[BF1]下一回合您的伺服器將開始使用新設定。 | [BF4]下一回合你的伺服器將開始使用新設定。"
CF54E17C,"手動槍機"
CF5CA86D,"[BF1]泵動式 | [BF4]拉推槍栓式槍機"
CF5E0979,"半自動"
CF5E2AFF,"正在玩BF4"
CF638F35,"火蛇"
CF640E12,"特殊"
