00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
8938E1EF,"鄧恩：很好，保持警覺！"
8938E5EC,"愛爾蘭佬：又一輛卡車！"
8938E5ED,"到底有多少？！"
8938E60D,"鄧恩：注意！注意！向工廠推進！"
8938E60E,"從側邊攻擊！我們會引開他們。"
8938E60F,"快！全方位交互掩護。"
8938E62E,"他們逃跑了。"
8938E62F,"看起來更像在死守。"
8938E630,"是啊，在我們和入口之間！"
8938E631,"全區注意！別被困住了。"
8938EA2D,"有兩個在左邊。"
8938EA2E,"在牆邊！"
8938EA2F,"鄧恩：從入口來襲。"
8938EA4E,"在我們上方！"
8938EA4F,"解決他們！幹掉他們！"
8938EA50,"鄧恩：瑞克，需要幫助就發出信號！"
8938EA6F,"別被打退了。"
8938EA70,"左邊安全了！"
8938EA71,"派克：入口安全了！"
8938EA90,"鄧恩：推進到工廠內！"
8938EA91,"鄧恩：就是現在，墓碑！到裡面去"
8938EE8F,"從後面開火！"
8938EE90,"鄧恩：瑞克！攻佔整個區域！"
8938EEB0,"鄧恩：墓碑，淨空自己的區域！"
8938EED1,"愛爾蘭佬：我真他媽的不敢相信！"
8938EED2,"派克：我們還活著！"
8938EED3,"鄧恩：沒錯，別太靠運氣，瑞克，好運總是維持不久。"
8938EED4,"好運不會長久。"
893E3B53,"載具視野"
8958768E,"ID_P_VWNAME_SCOUTAUTOVVVVVVVVVV"
895C06B7,"ID_P_VWNAME_SCOUTHEATVVVVVVVVVV"
895E11CA,"30MM 格林火砲"
895ED742,"ID_P_VWNAME_SCOUTMINIVVVVVVVVVV"
896139BE,"部署M224迫擊砲"
896479F9,"開火"
8964F8F1,"開火"
8965A81C,"部署地面感測器"
8967B4C5,"鎖定空爆"
8982B132,"中規模戰爭場面。防守基地各有兩項目標，攻守雙方一決勝負。"
8984F748,".338麥格農"
89856E37,"參與宣傳比賽而定期頒發"
8988D846,"代表聖誕島的狗牌"
8989750F,"以這高級狗牌炫耀你的地位！"
898AD839,"比賽狗牌"
898E4248,"聖誕島"
898EDF11,"高級支援狗牌"
89915735,"具備傳統俄國雪佛龍準星設計的3.4x縮放率瞄準鏡通常可見於突擊步槍和卡賓步槍上。"
8991584B,"標準俄羅斯製的中速與中距瞄具，配有4x縮放倍率。"
89915F7D,"在小地圖上隱藏槍口的火光並提升在小地圖匿蹤效果的西方製小型消音器。降低子彈速度並增加彈道曲線。"
8991600A,"用來裝載在手槍上的美製小型內紅點瞄準鏡。讓瞄準與追蹤目標更為輕鬆。"
89938972,"GOS QA"
8999F205,"敵軍基地"
899C5004,"敵軍旗幟"
899FCA11,"自由視角預設速度"
89A846D6,"完成任務"
89AC1ED7,""
89AC2A68,"AC-130空中砲艇"
89BB017D,"搶攻"
89BEF779,"近距離步兵作戰、無載具。佔領並保衛目標。"
89C903A4,"滑鼠左鍵"
89C903A5,"滑鼠右鍵"
89C903A6,"滑鼠2"
89C903A7,"滑鼠3"
89C903A8,"滑鼠4"
89C903A9,"滑鼠5"
89C903AA,"滑鼠6"
89C903AB,"滑鼠7"
89D1C6D7,"《戰地風雲4：最終反擊》獎盃"
89D3B0E4,"是否要重新設定此頁面中所有選項？"
89D528BB,"漢娜：你們合作多久了？"
89D528BC,"派克：愛爾蘭佬和瑞克是老朋友了──還有鄧恩──他是小隊長。我待了一年左右。"
89D528BD,"漢娜：鄧恩出了什麼事？"
89D528D5,"愛爾蘭佬：大海把他吞沒了。"
89D528D6,"愛爾蘭佬：真是的。從沒想過進了下水道還會這麼高興。"
89D528D7,"派克：離開暴風圈的感覺真好。"
89D528D8,"愛爾蘭佬：派克，那接下來怎麼辦？"
89D528D9,"漢娜：我們得上去確認座標。"
89D528DA,"愛爾蘭佬：不不不。誰問你了？我想聽信得過的人說！"
89D528DB,"派克：對，確認座標、發射信號彈，然後離開。我們可以的！"
89D528DC,"愛爾蘭佬：你、瑞克和我，兄弟。我們同心協力。"
89D528DD,"愛爾蘭佬：瑞克！我們離開下水道吧。"
89D528DE,"漢娜：真對不起，我不知道發生這種事。"
89D528F6,"愛爾蘭佬：你怎麼會知道？！"
89D528F7,"愛爾蘭佬：你又不是墓碑小隊的成員。"
89D528F8,"愛爾蘭佬，別這樣。"
89D528F9,"派克：愛爾蘭佬，冷靜點。"
89D7468F,"20x縮放率的高倍率瞄準鏡可在遠距戰鬥時精準射中目標。"
89E9F349,"地圖循環類型：官方"
89EA12F8,"獲得輕機槍勳帶50次"
89EF7CFA,"輕機槍勳章"
89F368A4,"加里森：他媽的戒嚴。壓制了十億人。"
89F368A5,"加里森：金杰遇刺讓他們很火大。"
89F368A6,"派克：長官，他是誰？"
89F368A7,"加里森：他本來快當上總統。"
89F368A8,"加里森：張將軍讓不少人相信我們殺了金杰。"
89F368A9,"加里森：再這樣下去一定會開戰。"
89F368AA,""
89F368AB,""
89F368AC,"加里森：你們負責把VIP平安帶離自由大樓。"
89F368C4,"加里森：瑞克，鄧恩上士說萬一他出什麼事的話，就由你領隊指揮。"
89F368C5,"加里森：失去他令人難過。"
89F368C6,"加里森：而且別讓張將軍有其他任何理由譴責我們直接駐守在他海岸線外的戰艦隊。蘇伊士運河已經鞏固了，我要它保持那樣子。"
89F368C7,"加里森：各位，沒有犯錯空間了。"
89F3B757,"解鎖L115狙擊步槍"
8A156764,"愛爾蘭佬：看來又由你發號施令了。"
8A156765,"愛爾蘭佬：媽的。"
8A18250D,"獲得手槍勳章5次"
8A1D8F0F,"手槍勳章狗牌"
8A23BCD3,"代表尼日的狗牌"
8A27BEB0,"射擊模式"
8A2926D5,"尼日"
8A399A8B,"驟死戰1秒後結束！"
8A399A8C,"驟死戰2秒後結束！"
8A399A8D,"驟死戰3秒後結束！"
8A399A8E,"驟死戰4秒後結束！"
8A399A8F,"驟死戰5秒後結束！"
8A399AAB,"驟死戰10秒後結束！"
8A399AED,"驟死戰30秒後結束！"
8A399B50,"驟死戰1分鐘後結束！"
8A3E633F,"垂降"
8A3E88A7,"迷彩"
8A3E9842,"部署XD-1"
8A4250FE,"商店街"
8A4A61E3,"剩餘時間："
8A4FA24F,"延遲（多人）"
8A51A22B,"鐵路調車場"
8A5724F1,"准將III"
8A592D1F,"暫停呼吸"
8A5A9372,"完成小任務即可解開這種狗牌"
8A5C55B0,"使用Mare's Leg擊殺500人"
8A5C647D,"派克：下層有敵人！"
8A5C647E,"派克：沒有多少掩護。"
8A5C647F,"愛爾蘭佬：注意樓梯，瑞克！"
8A5C649E,"利用高處優勢。"
8A5C64BF,"愛爾蘭佬：對，那是最後一批了！"
8A5C64C0,"派克：下樓去，瑞克。"
8A5C687C,"注意角落！"
8A5C689D,"愛爾蘭佬：敵人來襲！兩道門都有槍手。"
8A5C689E,"他們散開從高處開火。"
8A5C689F,"堵住出口！"
8A5C68BE,"派克：糟糕！有機關槍！"
8A5C68BF,"保持掩護，保持掩護！"
8A5C68C0,"我想我看到後面有樓梯。"
8A5C68C1,"我被包圍了！"
8A5C68C2,"啊該死。快側面攻擊他們，瑞克！"
8A5C68C3,"梯子在旁邊。快解決他們！"
8A5C68C4,"引他們到高壓槽那邊！"
8A5C68DF,"派克：VIP們都救出了。他們安全了。"
8A5C68E0,"愛爾蘭佬：棒呆了，瑞克！"
8A5C68E1,"好！機槍掛了！"
8A5C68E2,"我動不了！瑞克！"
8A5C68E3,"掩護我們後方！"
8A5C68E4,"愛爾蘭佬：淨空屋頂！"
8A5C68E5,"派克：我們被困住了。你在哪裡，瑞克？！"
8A5C6900,"愛爾蘭佬：屋頂安全了！"
8A5C6901,"派克：謝謝你的掩護，瑞克。"
8A5C6902,"派克：瑞克，你是想把我們丟下來嗎？"
8A5FFD74,"聽我指揮狗牌"
8A613C5E,"紅外線煙幕"
8A61BFB2,"Mare's Leg大師狗牌"
8A67243D,"下一視角模式"
8A67716F,"二等士官長"
8A6871DB,"上一視角模式"
8A6A028C,"軍醫；需要軍醫；需要救治"
8A6EB640,"EA SHANGHAI"
8A72BC7A,"LAV-25裝甲車"
8A72BE78,"LAV-AD飛彈防砲裝甲車"
8A737C09,"欲部署軍備並指揮你的隊伍，請使用："
8A8DCC49,"基地攻佔，推進"
8A9429B1,"使用M26附掛破片彈擊殺100人"
8A955406,"請求指令"
8A981CF4,"你下次進入部署畫面時，將已選擇支援裝備。"
8A9B33AC,"使用M26附掛重彈頭擊殺100人"
8A9D2316,"小地圖、刺激、無載具。 你的隊伍只有一項目標：殲滅敵人。"
8A9E4749,"地圖"
8A9F9430,"該遊戲已不存在 。"
8AAC6692,"偵察直升機"
8AAF7FD9,"愛爾蘭佬：天佑我們這次的運氣會比上次跳進硬式充氣艇更好。"
8AAF7FDA,"漢娜：所以你終於要告訴我你為何叫愛爾蘭佬了？"
8AAF7FDB,"愛爾蘭佬：絕不。我只要不說，它就會一直帶來好運，所以這事就是這樣。"
8AAF7FDC,"漢娜：好運？"
8AAF7FDD,"愛爾蘭佬：看看你四周。我們在這一場打仗算是好運了。"
8AB202EB,"槍神"
8AB86CC5,"利用這枚高級狗牌炫耀你的地位！"
8ABAF253,"蘇愷-50"
8ABDD6C7,"高級BF4網路狗牌"
8ABE7AAF,"95式自行高射炮"
8AC2BC56,"如果你選擇重玩任何一個任務，你的前一個檢查點將會被覆蓋。"
8ACA03D7,"選擇"
8ACA25EA,"擊殺數最高的小隊即可獲勝"
8ACC6D18,"正常模式使用標準《戰地風雲》規則、抬頭顯示有所有功能、不會誤傷友軍，並且生命會自動恢復。"
8ADC1F72,"檢視{0:d}/{1:d}邀請"
8ADD6722,"愛爾蘭佬：派克。"
8ADD6723,""
8ADD6724,"愛爾蘭佬：搞什麼？"
8ADD6725,"愛爾蘭佬：你這混…"
8ADD6726,""
8ADD6727,"漢娜：瑞克，抱歉了，沒別的方法了。"
8AE9C221,"下一階級"
8AF11431,"通訊哨站"
8AF2D041,"已邀請好友"
8AF35BA0,"檢查點"
8B03D7CA,"難度"
8B0920E8,"漢娜：我們還在等什麼？"
8B0920E9,"愛爾蘭佬：漢娜，你英文在哪裡學的？"
8B0920EA,"漢娜：我在美國念過書。"
8B0920EB,"愛爾蘭佬：那怎麼用槍？"
8B0920EC,"帝瑪：你還不懂？她受過間諜訓練。潛伏在美國。"
8B0920ED,"愛爾蘭佬：嗯，這樣很多事就合理了。"
8B0920EE,"漢娜：現在別想太多了。我們先專心處理接下來的事。"
8B0BC074,"無排名伺服器"
8B1A086C,"你小隊的隊長可發起兵變。如果不滿度低於臨界值，指揮官會收到警告。經過一段時間，如果評價沒有回升，指揮官會被踢出遊戲。"
8B1E7D1E,"選擇小隊"
8B21FC23,"放大並瞄準敵方空中載具以進行鎖定。發射並持續鎖定導彈以攻擊目標。"
8B251939,"小隊指令實行"
8B256006,"撿起蒐集品"
8B2C63FB,"EA GLOBAL IT SENIOR INFRASTRUCTURE ENGINEER CLOUD"
8B364552,"完成正確的Battlelog任務即可取得這種狗牌"
8B3BAF54,"怨恨之船狗牌"
8B3EBE89,"離水遠一點，瑞克！"
8B3EBE8A,"海灘到了！來吧！"
8B500BD5,"否定"
8B51CEBB,"自由視角減慢速度"
8B548510,"Y軸視點"
8B588618,"垂直同步"
8B687A16,"玩20回合「突擊航母」"
8B705319,"09式步兵戰車"
8B727C17,"ZFB-05裝甲車"
8B72C269,"M2地雷"
8B743324,"{0:d}%高級版會員經驗值加乘活動進行中"
8B76C2D2,"「龍之獠牙」團隊死鬥"
8B78F70A,"部署ECM"
8B794BE6,"偏擺"
8B7B3F49,"漢娜：藍色圓頂。別迷路了。"
8B7B3F4A,"愛爾蘭佬：注意角落動靜。"
8B7B3F4B,"我們上去。"
8B7B43AA,"漢娜：看！瑞克！橋的另一端就是古城了！"
8B7B43CB,"漢娜：大廣場就在前方。有敵方防禦設施。"
8B7B43CC,"愛爾蘭佬：屋頂有狙擊手。"
8B7B43CD,"希望他們注意力集中在橋上。"
8B7B43EC,"糟糕，我們得他媽的快走！"
8B7B440D,"瑞克，你看！營地有軍方補給品。"
8B7B440E,"淨空這些房間。這下小心了。"
8B7B480C,"漢娜：愛爾蘭佬，瑞克。那條路！"
8B7B480D,"愛爾蘭佬：有坦克！快趴下！"
8B7B480E,"它往橋的方向去了！"
8B7B480F,"愛爾蘭佬：炸藥！瑞克，我們他媽的需要炸藥！"
8B7B482D,"漢娜：它盯上我們了！快走快走！"
8B7B482E,"橋底下！我們可以側擊它！"
8B7B482F,"瑞克！它來追我們了！快給我下來！"
8B7B4830,"路障！"
8B7B4831,"愛爾蘭佬：他們把橋封死了！"
8B7B4832,"當心坦克！"
8B7B484E,"愛爾蘭佬：再打一次！"
8B7B486F,"瑞克太棒了，這樣就對了！"
8B7B4870,"掛了沒？！"
8B7B4871,"當然了，那坦克真是死奄奄了！"
8B7B4872,"漢娜：幸好。"
8B7B4890,"漢娜：瑞克，過了橋就是古城了。走吧！"
8B7B4891,"愛爾蘭佬：來看格陵蘭會不會讓我們進去。"
8B7B4892,"漢娜：你要來嗎？"
8B7B4893,"愛爾蘭佬：美軍陸戰隊員。真是的，看見你們實在太高興了！"
8B800414,"配備箱內含可供你裝備的兩個配備。  每箱可能會有不同的配備。  站在配備箱旁邊將為你補充配備彈藥。"
8B8B3150,"小隊"
8B8C0A82,"奪旗助攻"
8B8DFD48,"愛爾蘭佬：把鐵路這邊清掉。"
8B8DFD4B,"派克：再一公里就到了。"
8B8DFD4C,"派克：就是那棟建築物！"
8B8DFD4D,"鄧恩：好，動作快。"
8B8DFD4E,"愛爾蘭佬：注意周圍。"
8B8DFD4F,"派克：可惡。我們的好運氣都跑哪裡去了？"
8B8DFD50,"鄧恩：把頭低下來。讓他們過去。"
8B8DFD68,"愛爾蘭佬：去他的好運。他們看見我們了！"
8B8DFD69,"鄧恩：臥倒！"
8B8DFD6E,"愛爾蘭佬：那樣比較像是半棟大樓而已。"
8B8DFD6F,"鄧恩：對，就那兩根煙囪。就在正對面。瑞克，你看見了沒？"
8B8DFD70,"鄧恩：有敵方車隊。"
8B8DFD71,"鄧恩：哈金斯，聽見你出現真好。我們有進展了。"
8B8DFD89,"火鳥：請注意，我偵測到前方有多個熱源。"
8B8DFD8A,"火鳥：墓碑隊長，這裡是火鳥2-1號。我們來了。你們預計何時抵達？完畢。"
8B8DFD8B,"鄧恩：瑞克，搜索這一區。"
8B8DFD8C,"鄧恩：瑞克，看見工廠了沒？有兩根煙囪，就在正對面。"
8B8DFD8D,"鄧恩：你應該能看見西南方的撤離點。"
8B8DFD8E,"鄧恩：沒錯。那裡就是撤離點。"
8B8DFD8F,"鄧恩：好。哈金斯之前偵測到敵方動靜。你有看見他們嗎？"
8B8DFD90,"去找哈金斯看見的敵人。"
8B8DFD91,"鄧恩：你看見那些敵人了嗎？"
8B8DFD92,"愛爾蘭佬：兩個混蛋擋我們的路是嗎？"
8B8DFDAA,"鄧恩：瑞克，有看見什麼燃料或汽油罐嗎？我們能好好利用它們。"
8B8DFDAB,"鄧恩：望遠鏡也偵測出有補給品和武器。"
8B8DFDAC,"鄧恩：好。瑞克，你準備好走了嗎？"
8B8DFDAD,"他們不見了"
8B8DFDAE,"鄧恩：瑞克，戰術望遠鏡有哪裡不對嗎？再看一下。"
8B8DFDAF,"鄧恩：瑞克，快點。望遠鏡非常有用。"
8B8E93C3,"DIRECTOR OF TECHNOLOGY"
8B94C154,"選擇隨機部署"
8BAD4F0E,"現已推出"
8BB14F0E,"擁有更多，體驗更多。"
8BB6D643,"戰況"
8BB8500B,"設定未儲存"
8BBDF699,"次要武器"
8BC5DB0C,"載具狀態"
8BCD05E0,"排名官方"
8BCD7950,"EA CAPTURE STUDIO LEADS"
8BCEE1F3,"ECM"
8BD3C0C3,"在一小時實際遊戲時間內每次得分都額外獲得25%分數！分數將在回合結束時加入。"
8BD56B09,"漢娜：出口在那裡！快上車！"
8BD56B0A,"派克：他們開始起飛了！"
8BD56B0B,"愛爾蘭佬：媽的為什麼是你在開車？"
8BD56B0C,""
8BD56B4B,"漢娜：派克，你好了沒有？！"
8BD56B4C,"派克：我現在就得發射信號彈！"
8BDE00E7,"代表可可斯（基林）群島的狗牌"
8BE36AE9,"可可斯（基林）群島"
8BF2D11D,"經典小型征服"
8BF54BCB,"左側狗牌"
8BF7598A,"玩{0:s}並自動平衡勢力…"
8C069FBA,"SCROLL LOCK"
8C0F3200,"月台"
8C116D66,"發射反制裝置"
8C178ED9,"交叉路"
8C2A5158,"漢娜：派克，你看怎麼樣？我們離其中一座主停機坪很近對不對？"
8C2A5159,"派克：應該不遠了。"
8C2A515A,"愛爾蘭佬：瑞克，有武器庫。"
8C2A515B,"派克：瑞克，你需要點什麼嗎？"
8C2A515C,"派克：瑞克，你看看。"
8C2A515D,"愛爾蘭佬：現在情況如何？"
8C2A515E,"派克：有地勤人員以及幾名槍手。"
8C2A5176,"漢娜：我們可以繞過去嗎？"
8C2A5177,"派克：不可能。"
8C2A5178,"愛爾蘭佬：沒時間繞遠路了。"
8C2A5179,"派克：我聽見有聲音。"
8C2A517A,"愛爾蘭佬：媽的。兩架戰機加上武裝士兵。"
8C2A517B,"愛爾蘭佬：漢娜，他媽的輪不到你說話！"
8C2A517C,"漢娜：愛爾蘭佬，你到底是哪根筋不對？"
8C2A517D,"派克：大家快點，從這裡過去。"
8C2A517E,"漢娜：你覺得信不過我？說我騙人？！我根本沒對你怎麼樣！"
8C2A517F,"愛爾蘭佬：漢娜，正是如此。你沒幫過我什麼忙！"
8C2A5197,"愛爾蘭佬：在我的世界裡，信任是靠掙來的。"
8C2A5198,"漢娜：那邊有陸橋通往主停機坪。"
8C2A5199,"派克：瑞克，上樓梯去。"
8C34F57F,"是"
8C362F40,"漢娜：媽的！求救信號！怎麼回事？"
8C3F3B99,"獲得精確射手步槍勳帶50次"
8C414651,"失去戰場升級分數"
8C42A48E,"870 MCS霰彈槍"
8C42A86D,"93R手槍"
8C42CB1A,"A-91卡賓步槍"
8C42CC85,"ACW-R卡賓步槍"
8C42F4BE,"JS2衝鋒槍"
8C42FD68,"M39增強型精確射手步槍"
8C42FFF7,"MG4輕機槍"
8C430228,"MX4衝鋒槍"
8C430AE8,"P90衝鋒槍"
8C430C75,"PDW-R防衛槍"
8C431A20,"SKS卡賓步槍"
8C431B07,"338-RECON狙擊步槍"
8C44A59B,"精確射手步槍勳章"
8C4640C4,"伐木營地"
8C48DFF8,"解鎖轟炸空襲所用的巡弋飛彈"
8C690A5E,"BLACKBOX"
8C6D4DAE,"獲得突擊步槍勳章5次"
8C72B7B0,"突擊步槍勳章狗牌"
8C78C25C,"載具乘員"
8C78E574,"代表奈及利亞的狗牌"
8C7CCDD9,"視鏡"
8C7E4F76,"奈及利亞"
8C82FA75,"根據狀況在強烈閃光的手電筒或改善腰射表現的雷射瞄準器之間切換。無法切換成關閉。"
8C9AD10B,"橋樑"
8C9BF282," "
8CA1B78C,"漢娜：瑞克，我們該走了。"
8CA1B78D,"愛爾蘭佬：好，我們上。"
8CA1B78E,"漢娜：我們準備好了。"
8CA1B78F,"愛爾蘭佬：瑞克，走吧。"
8CA1B790,"格陵蘭：中士，我想你不小了，能自己穿戴裝備了。"
8CA3952A,"渡假勝地"
8CA55DDF,"使用M67破片彈擊殺500人"
8CAAC7E1,"M67破片彈大師狗牌"
8CAB2846,"贏一回合連線"
8CAB784F,"小隊設定"
8CAC4D92,"准將IV"
8CAFBC13,"完成小任務即可解開這種狗牌"
8CB09248,"連線勳帶"
8CB188BC,"科維特：瑞克，那道門。"
8CB188BD,"蹲下！有敵人。"
8CB188BE,"科維特：他們還沒看見我們！"
8CB188BF,"直升機旁有人巡邏。"
8CB188C0,"巡邏警衛。"
8CB188C1,"糟糕。敵人從停機坪那邊下來了。"
8CB188DD,"科維特：交火了！與敵人交火了！"
8CB188DE,"高處有敵人！"
8CB188DF,"低處有敵人！"
8CB188E0,"堵住他們，瑞克！"
8CB188E1,"科維特：繞過去！"
8CB188E2,"幾乎完美。"
8CB188E3,"他倒下了。"
8CB188FE,"科維特：瑞克，小心！"
8CB188FF,"科維特：要上就上吧。"
8CB18900,"科維特：我們走！我們快沒時間了！"
8CB1891F,"直升機安全了！"
8CB18920,"科維特：好。瑞克，繼續進行。快上去。"
8CB18940,"愛爾蘭佬：來吧，瑞克。檢查飛行員座位。"
8CB18941,"科維特：中士，動作快。沒時間耗了。"
8CB52615,"信差狗牌"
8CB8DB3C,"使用UGL標槍擊殺10人"
8CB8DB3D,"使用UGL LVG擊殺10人"
8CBC6B1A,"派克：但那老兄的頭部創傷可能比我們想的嚴重。"
8CBC9A10,"二等士官長II"
8CC8A4AA,"畫面左上方將顯示所有軍備及其狀態清單。"
8CD2B236,"重新填補彈藥"
8CD3F605,"碉堡"
8CE56718,"ID_P_VWNAME_MI28RKTVVVVVVVVVV"
8CF3EDF2,"M142海馬斯"
8CFDBB2F,"偵查"
8D04A87A,"愛爾蘭佬：是嘛－我們可以在這裡抱著彼此耗一整晚，但那該死的爛船可不會自己沉。"
8D04A87B,"漢娜：瑞克，不成功便成仁。"
8D04A87C,"愛爾蘭佬：唉呦。這小妞開始進入狀況了。"
8D0D11C1,"電塔"
8D0D9566,"利用這枚高級狗牌炫耀你的地位！"
8D10A157,"BTR-90裝甲車"
8D12FF68,"高級斑馬條紋狗牌"
8D329EB0,"《戰地風雲4：海軍風暴》獎盃收藏"
8D3775FD,"DELTA"
8D37E92C,"我們的偵察兵正在搜尋新炸彈！"
8D42D147,"派克：瑞克，這決定很難下。我自己可不想遇上這種事。"
8D42D148,"派克：老天爺，像這樣溺死一定很恐怖。我情願一顆子彈乾脆點。"
8D4EF434,"上一首"
8D53CD53,"快速修復"
8D5D5E97,"咖啡店"
8D5D8281,"商業區"
8D5E4989,"漢娜：你看是什麼東西擋下武器不送到反抗軍手上？"
8D5E498A,"帝瑪：中情局毀約？他們是職業騙徒。可能決定改去支持張將軍？"
8D5E498B,"愛爾蘭佬：我是最不相信情報員的人，尤其最不相信科維特，可是這樣子不太合理。"
8D5E498C,"帝瑪：少天真了。中情局也支持過一些不太體面的人物。"
8D5E498D,"漢娜：你這是說金杰是不太體面的人物？"
8D5E498E,"愛爾蘭佬：我只是說這樣不合理，因為他有聽說俄國人在支持張將軍。"
8D5E498F,"帝瑪：你這話什麼意思？"
8D5E4990,"漢娜：可以專心趕去邊界嗎？"
8D5FFE82,"TESTERS"
8D64BC19,"池塘"
8D6674D3,"巡弋飛彈"
8D6F0EB9,"XM25煙霧彈"
8D72ECB8,"丟手榴彈"
8D8B6DF3,"完成正確的Battlelog任務即可取得這種狗牌"
8D90D7F5,"最佳突擊兵狗牌"
8DA179B7,"2D ARTISTS"
8DA24289,"檢舉伺服器"
8DA57DAC,"愛爾蘭佬：呼叫堡壘，這裡是墓碑3，我們已經就位。準備把這裡轟掉。你狀態如何？完畢。"
8DA57DAD,"加里森：我們快完蛋了，所以快送它上西天。"
8DA57DAE,"船上有人！"
8DA57DAF,"愛爾蘭佬：漢娜，按下開關！"
8DA57DB0,"漢娜：沒有反應！瑞克！"
8DA57DB1,"愛爾蘭佬：快給我。"
8DA57DB2,"愛爾蘭佬：該死，我們得撤退。"
8DA57DB3,"漢娜：只要一個人就夠了。瑞克，你還有C4炸藥嗎？"
8DA57DB4,"漢娜：很好，拿過來給我。"
8DA57DCC,"愛爾蘭佬：漢娜，你別想拿自己生命開玩笑。我才是愛爾蘭佬，記得嗎？運氣最好的一個。"
8DA57DCD,"愛爾蘭佬：瑞克，快給我！"
8DA57DCE,"加里森：墓碑，你們安全嗎？我們快沒時間了。"
8DA57DCF,"漢娜：我每天都為我的國家冒生命危險。把它給我。"
8DA57DD0,"愛爾蘭佬：你的國家需要你，漢娜。所以你不能死。快呀，瑞克！"
8DA57DD1,"加里森：媽的我們被打得一塌糊塗！墓碑，動作快點！"
8DA57DD2,"漢娜：我們爭論越久，船上的每個人都越危險。把它給我，瑞克。"
8DA57DD3,"愛爾蘭佬：漢娜，這艘船可是我的！兄弟，快點。想活就快點決定。"
8DA57DD4,"漢娜：瑞克，快做決定。"
8DA57DD5,"愛爾蘭佬：瑞克，快點。由你決定。"
8DA57DED,"當引爆器閃綠燈時，你就按下按鈕！"
8DA57DEE,"當引爆器閃綠燈時，你就按下按鈕，瑞克！"
8DA57DEF,"愛爾蘭佬！該死的...."
8DA57DF0,"可惡！掩護他！掩護愛爾蘭佬！"
8DA57DF1,"它已經就緒了！快點瑞克，按下按鈕！"
8DA57DF2,"那會害死他的！"
8DA57DF3,"可惡，墓碑！趕快把那艘船炸掉！快炸！"
8DA57DF4,"來啊，愛爾蘭佬。快離開那裏，別逼我們。"
8DA57DF5,"漢娜：為了瓦爾基麗號！快按下去！"
8DA57DF6,"他和瓦爾基麗號只能救一個。我們沒得選！"
8DA57E0E,"漢娜：瑞克，我們也是出於無奈。他沒有白白犧牲。"
8DBEA2FE,"感謝你兌換《中國崛起》代碼！你的內容將在12月開放從遊戲內下載。請注意近期即將公佈更多消息。"
8DCC0D8E,"使用UNICA 6擊殺500人"
8DCD6B98,"在美國武裝部隊各部門服役了20年，增加的裝甲是為了對應在城市裡的威脅。"
8DD067EA,"愛爾蘭佬：這些俄國混蛋跑來打算正面突擊。"
8DD067EB,"漢娜：他們注意力全集中在古城的美軍大本營。"
8DD067EC,"愛爾蘭佬：我們可以從他們後方偷襲。"
8DD067ED,"漢娜：一路打到最前面。"
8DD067EE,"愛爾蘭佬：希望他們能夠撐到我們抵達時。"
8DD067EF,"漢娜：你看有辦法偷偷穿過去嗎？"
8DD067F0,"沒辦法。我想這次得好好痛扁幾個俄國人。"
8DD067F1,"這是一定的。我懂了。"
8DD17790,"UNICA 6大師狗牌"
8DE97421,"玩家已經是VIP。"
8DEB6225,"使用 MTN-55 和 T-UGS 零件所製造的原型裝備，啟動後可以利用前方的單筒鏡來偵測敵方行動，並回報給小隊小地圖。"
8DF25DBB,"彈藥"
8DF34371,"迷彩"
8DF8E1FD,"其他"
8DF9A5D6,"急救包"
8DFC4118,"雪地"
8DFC587E,"MVP次數"
8DFCE8B2,"草地秋天"
8E085BB1,"自由鏡頭視角"
8E1BB0A8,"稍早"
8E2A93CE,"派克：加里森，把他們炸個稀爛！"
8E2A93CF,"派克：走！快走快走！"
8E2A93D0,"愛爾蘭佬：漢娜，快發動那輛爛車子！你這是想幹嘛？搞破壞？！"
8E2A93D1,"愛爾蘭佬：再一次！"
8E2A93D2,"漢娜：快點快點！"
8E2A93D3,"愛爾蘭佬：你到底在搞什麼鬼？"
8E2A93EB,"派克：他們來了！"
8E2A93EE,"愛爾蘭佬：快走！快開車！"
8E2A93EF,"派克：快開車！瑞克，準備好！"
8E2EAB78,"突擊征服"
8E332988,"代表哥倫比亞的狗牌"
8E38938A,"哥倫比亞"
8E436DEE,"愛琴海"
8E489627,"CAPTAIN QUINTON COLE"
8E4B212B,"未取得解鎖"
8E526B0C,"各種抬頭顯示顯示度"
8E5520F1,"SENIOR BUSINESS INTELLIGENCE ENGINEER"
8E698D17,"特殊"
8E74FE07,"M39增強型精確射手步槍勤務之星"
8E76D165,"在全新Battlelog任務中與好友比賽"
8E7F79F7,"漢娜：快點！他們正準備起飛。"
8E7F79F8,"愛爾蘭佬：混蛋！我們得出去向加里森打信號！"
8E7F79F9,"派克：我們辦得到！加油！"
8E94643A,"獲得PDW防衛槍勳帶50次"
8E99CE3C,"PDW防衛槍勳章"
8E9E0899,"解鎖MTAR-21卡賓步槍"
8EA69C12,"M60ULT勤務之星"
8EAA2AE4,"數位變色"
8EAB50AC,"調整顏色的藍色成分。"
8EAF0665,"生命自動恢復"
8EBAEBE2,"彈匣大小"
8EBB32C5,"上線"
8EBF9963,"最佳支援兵"
8EC2764F,"獲得卡賓步槍勳章5次"
8EC50B6F,"白金獎盃"
